100 50
1 1 B
1 2 T
1 3 N
1 4 B
1 5 B
1 6 N
1 7 T
1 8 N
1 9 N
1 10 T
1 11 B
1 12 N
1 13 N
1 14 N
1 15 T
1 16 T
1 17 H
1 18 N
1 19 N
1 20 H
1 21 N
1 22 H
1 23 H
1 24 T
1 25 N
1 26 B
1 27 N
1 28 N
1 29 T
1 30 T
1 31 H
1 32 N
1 33 N
1 34 N
1 35 T
1 36 N
1 37 N
1 38 N
1 39 N
1 40 N
1 41 N
1 42 H
1 43 T
1 44 T
1 45 B
1 46 T
1 47 T
1 48 N
1 49 N
1 50 T
2 1 N
2 2 N
2 3 N
2 4 N
2 5 N
2 6 T
2 7 N
2 8 N
2 9 N
2 10 N
2 11 T
2 12 N
2 13 H
2 14 N
2 15 H
2 16 N
2 17 T
2 18 H
2 19 B
2 20 T
2 21 N
2 22 N
2 23 T
2 24 T
2 25 N
2 26 H
2 27 T
2 28 N
2 29 T
2 30 N
2 31 N
2 32 N
2 33 N
2 34 T
2 35 N
2 36 T
2 37 N
2 38 H
2 39 T
2 40 N
2 41 N
2 42 T
2 43 H
2 44 B
2 45 T
2 46 T
2 47 N
2 48 N
2 49 N
2 50 H
3 1 B
3 2 N
3 3 N
3 4 T
3 5 N
3 6 T
3 7 H
3 8 H
3 9 N
3 10 T
3 11 N
3 12 H
3 13 N
3 14 B
3 15 B
3 16 H
3 17 T
3 18 B
3 19 N
3 20 N
3 21 N
3 22 N
3 23 T
3 24 N
3 25 H
3 26 N
3 27 N
3 28 H
3 29 N
3 30 N
3 31 H
3 32 N
3 33 H
3 34 H
3 35 N
3 36 T
3 37 T
3 38 B
3 39 H
3 40 T
3 41 H
3 42 N
3 43 H
3 44 N
3 45 T
3 46 H
3 47 N
3 48 H
3 49 H
3 50 T
4 1 N
4 2 N
4 3 N
4 4 N
4 5 B
4 6 H
4 7 H
4 8 H
4 9 N
4 10 T
4 11 N
4 12 T
4 13 N
4 14 N
4 15 T
4 16 N
4 17 N
4 18 T
4 19 N
4 20 H
4 21 H
4 22 N
4 23 H
4 24 N
4 25 B
4 26 N
4 27 H
4 28 H
4 29 N
4 30 N
4 31 N
4 32 H
4 33 N
4 34 N
4 35 T
4 36 N
4 37 H
4 38 H
4 39 T
4 40 H
4 41 N
4 42 B
4 43 N
4 44 N
4 45 N
4 46 N
4 47 T
4 48 N
4 49 N
4 50 T
5 1 N
5 2 H
5 3 H
5 4 N
5 5 N
5 6 N
5 7 B
5 8 N
5 9 T
5 10 T
5 11 N
5 12 N
5 13 N
5 14 N
5 15 N
5 16 N
5 17 T
5 18 N
5 19 T
5 20 N
5 21 N
5 22 N
5 23 N
5 24 N
5 25 N
5 26 N
5 27 N
5 28 N
5 29 H
5 30 N
5 31 N
5 32 T
5 33 N
5 34 N
5 35 T
5 36 H
5 37 N
5 38 N
5 39 T
5 40 H
5 41 N
5 42 H
5 43 N
5 44 H
5 45 B
5 46 H
5 47 N
5 48 N
5 49 B
5 50 N
6 1 N
6 2 H
6 3 H
6 4 N
6 5 N
6 6 T
6 7 N
6 8 T
6 9 N
6 10 N
6 11 N
6 12 T
6 13 N
6 14 T
6 15 N
6 16 N
6 17 B
6 18 N
6 19 T
