100 50
1 1 T
1 2 N
1 3 H
1 4 N
1 5 N
1 6 N
1 7 H
1 8 T
1 9 N
1 10 N
1 11 N
1 12 H
1 13 N
1 14 H
1 15 H
1 16 B
1 17 N
1 18 B
1 19 N
1 20 H
1 21 N
1 22 N
1 23 N
1 24 B
1 25 H
1 26 N
1 27 N
1 28 N
1 29 N
1 30 N
1 31 B
1 32 T
1 33 H
1 34 H
1 35 N
1 36 T
1 37 H
1 38 N
1 39 N
1 40 B
1 41 T
1 42 N
1 43 N
1 44 T
1 45 T
1 46 N
1 47 N
1 48 N
1 49 T
1 50 N
2 1 N
2 2 N
2 3 N
2 4 N
2 5 N
2 6 N
2 7 N
2 8 T
2 9 N
2 10 T
2 11 N
2 12 N
2 13 N
2 14 H
2 15 N
2 16 N
2 17 N
2 18 T
2 19 H
2 20 N
2 21 N
2 22 N
2 23 H
2 24 N
2 25 H
2 26 H
2 27 N
2 28 N
2 29 N
2 30 B
2 31 N
2 32 N
2 33 N
2 34 N
2 35 N
2 36 N
2 37 N
2 38 T
2 39 N
2 40 T
2 41 N
2 42 T
2 43 N
2 44 N
2 45 H
2 46 T
2 47 T
2 48 T
2 49 T
2 50 T
3 1 N
3 2 N
3 3 T
3 4 H
3 5 T
3 6 T
3 7 N
3 8 H
3 9 B
3 10 H
3 11 N
3 12 N
3 13 N
3 14 B
3 15 N
3 16 N
3 17 N
3 18 B
3 19 N
3 20 H
3 21 N
3 22 B
3 23 B
3 24 T
3 25 T
3 26 T
3 27 H
3 28 N
3 29 N
3 30 N
3 31 N
3 32 T
3 33 N
3 34 H
3 35 N
3 36 B
3 37 N
3 38 N
3 39 T
3 40 B
3 41 H
3 42 N
3 43 N
3 44 N
3 45 H
3 46 N
3 47 T
3 48 T
3 49 H
3 50 H
4 1 T
4 2 N
4 3 H
4 4 T
4 5 T
4 6 N
4 7 H
4 8 H
4 9 N
4 10 N
4 11 H
4 12 T
4 13 T
4 14 H
4 15 B
4 16 N
4 17 T
4 18 T
4 19 B
4 20 N
4 21 H
4 22 H
4 23 N
4 24 N
4 25 N
4 26 N
4 27 N
4 28 B
4 29 N
4 30 N
4 31 N
4 32 N
4 33 T
4 34 N
4 35 N
4 36 N
4 37 T
4 38 N
4 39 H
4 40 N
4 41 N
4 42 N
4 43 N
4 44 N
4 45 H
4 46 N
4 47 N
4 48 N
4 49 T
4 50 H
5 1 N
5 2 N
5 3 N
5 4 H
5 5 H
5 6 N
5 7 N
5 8 B
5 9 B
5 10 N
5 11 B
5 12 T
5 13 H
5 14 N
5 15 H
5 16 H
5 17 N
5 18 H
5 19 T
5 20 H
5 21 N
5 22 T
5 23 T
5 24 N
5 25 N
5 26 B
5 27 B
5 28 T
5 29 N
5 30 N
5 31 H
5 32 N
5 33 B
5 34 N
5 35 N
5 36 B
5 37 N
5 38 T
5 39 N
5 40 B
5 41 N
5 42 N
5 43 N
5 44 B
5 45 T
5 46 N
5 47 H
5 48 N
5 49 N
5 50 H
6 1 N
6 2 N
6 3 N
6 4 N
6 5 N
6 6 B
6 7 N
6 8 N
6 9 N
6 10 T
6 11 H
6 12 N
6 13 B
6 14 H
6 15 N
6 16 N
6 17 N
6 18 T
6 19 B
6 20 H
6 21 N
6 22 H
6 23 H
6 24 T
6 25 N
6 26 T
6 27 H
6 28 B
6 29 H
6 30 T
6 31 N
6 32 N
6 33 T
6 34 N
6 35 B
6 36 H
6 37 N
6 38 T
6 39 T
6 40 T
6 41 N
6 42 H
6 43 N
6 44 N
6 45 N
6 46 N
6 47 N
6 48 N
6 49 H
6 50 N
7 1 T
7 2 N
7 3 N
7 4 N
7 5 B
7 6 N
7 7 T
7 8 N
7 9 H
7 10 N
7 11 N
7 12 N
7 13 N
7 14 T
7 15 B
7 16 N
7 17 N
7 18 T
7 19 N
7 20 N
7 21 N
7 22 N
7 23 N
7 24 N
7 25 N
7 26 N
7 27 H
7 28 N
7 29 T
7 30 T
7 31 N
7 32 N
7 33 N
7 34 B
7 35 T
7 36 N
7 37 B
7 38 N
7 39 H
7 40 H
7 41 H
7 42 N
7 43 N
7 44 N
7 45 T
7 46 N
7 47 B
7 48 T
7 49 N
7 50 N
8 1 N
8 2 H
8 3 H
8 4 H
8 5 T
8 6 T
8 7 N
8 8 N
8 9 T
8 10 N
8 11 N
8 12 T
8 13 B
8 14 H
8 15 N
8 16 T
8 17 T
8 18 N
8 19 N
8 20 N
8 21 N
8 22 N
8 23 N
8 24 N
8 25 T
8 26 H
8 27 N
8 28 T
8 29 B
8 30 B
8 31 T
8 32 B
8 33 H
8 34 H
8 35 B
8 36 T
8 37 N
8 38 N
8 39 H
8 40 T
8 41 B
8 42 T
8 43 T
8 44 H
8 45 N
8 46 H
8 47 N
8 48 N
8 49 N
8 50 N
9 1 H
9 2 N
9 3 B
9 4 T
9 5 T
9 6 H
9 7 T
9 8 H
9 9 N
9 10 N
9 11 H
9 12 N
9 13 B
9 14 H
9 15 N
9 16 N
9 17 T
9 18 N
9 19 N
9 20 T
9 21 T
9 22 H
9 23 N
9 24 N
9 25 B
9 26 B
9 27 T
9 28 N
9 29 N
9 30 N
9 31 T
9 32 H
9 33 N
9 34 T
9 35 T
9 36 N
9 37 N
9 38 H
9 39 N
9 40 H
9 41 N
9 42 N
9 43 B
9 44 N
9 45 N
9 46 T
9 47 T
9 48 H
9 49 N
9 50 N
10 1 N
10 2 N
10 3 N
10 4 T
10 5 B
10 6 N
10 7 N
10 8 B
10 9 N
10 10 H
10 11 T
10 12 N
10 13 N
10 14 N
10 15 T
10 16 T
10 17 B
10 18 B
10 19 T
10 20 N
10 21 B
10 22 H
10 23 N
10 24 N
10 25 N
10 26 N
10 27 T
10 28 T
10 29 N
10 30 T
10 31 N
10 32 N
10 33 B
10 34 N
10 35 N
10 36 H
10 37 N
10 38 N
10 39 H
10 40 T
10 41 H
10 42 N
10 43 T
10 44 N
10 45 T
10 46 B
10 47 B
10 48 N
10 49 B
10 50 N
11 1 T
11 2 N
11 3 B
11 4 H
11 5 N
11 6 T
11 7 N
11 8 N
11 9 N
11 10 N
11 11 N
11 12 N
11 13 B
11 14 N
11 15 H
11 16 N
11 17 N
11 18 N
11 19 N
11 20 N
11 21 N
11 22 B
11 23 H
11 24 H
11 25 N
11 26 N
11 27 H
11 28 N
11 29 H
11 30 T
11 31 N
11 32 B
11 33 T
11 34 T
11 35 T
11 36 H
11 37 B
11 38 H
11 39 H
11 40 H
11 41 T
11 42 N
11 43 N
11 44 N
11 45 N
11 46 H
11 47 N
11 48 B
11 49 T
11 50 B
12 1 T
12 2 N
12 3 N
12 4 N
12 5 B
12 6 T
12 7 N
12 8 N
12 9 N
12 10 N
12 11 H
12 12 N
12 13 H
12 14 H
12 15 B
12 16 H
12 17 B
12 18 N
12 19 B
12 20 N
12 21 T
12 22 N
12 23 B
12 24 N
12 25 T
12 26 H
12 27 N
12 28 N
12 29 N
12 30 N
12 31 N
12 32 T
12 33 H
12 34 N
12 35 H
12 36 N
12 37 N
12 38 T
12 39 T
12 40 N
12 41 H
12 42 T
12 43 N
12 44 H
12 45 N
12 46 N
12 47 T
12 48 N
12 49 N
12 50 N
13 1 N
13 2 H
13 3 N
13 4 N
13 5 B
13 6 N
13 7 H
13 8 N
13 9 T
13 10 B
13 11 T
13 12 H
13 13 H
13 14 N
13 15 N
13 16 N
13 17 N
13 18 N
13 19 N
13 20 T
13 21 N
13 22 B
13 23 B
13 24 N
13 25 T
13 26 N
13 27 N
13 28 N
13 29 T
13 30 N
13 31 T
13 32 N
13 33 N
13 34 H
13 35 N
13 36 H
13 37 N
13 38 H
13 39 H
13 40 N
13 41 N
13 42 H
13 43 T
13 44 B
13 45 N
13 46 N
13 47 N
13 48 N
13 49 N
13 50 H
14 1 T
14 2 N
14 3 N
14 4 N
14 5 N
14 6 N
14 7 N
14 8 N
14 9 N
14 10 B
14 11 H
14 12 H
14 13 N
14 14 H
14 15 B
14 16 T
14 17 N
14 18 H
14 19 T
14 20 N
14 21 H
14 22 T
14 23 T
14 24 H
14 25 H
14 26 H
14 27 H
14 28 N
14 29 N
14 30 N
14 31 H
14 32 B
14 33 H
14 34 N
14 35 H
14 36 H
14 37 B
14 38 N
14 39 H
14 40 N
14 41 H
14 42 T
14 43 N
14 44 N
14 45 H
14 46 N
14 47 H
14 48 N
14 49 H
14 50 T
15 1 H
15 2 N
15 3 H
15 4 T
15 5 N
15 6 N
15 7 N
15 8 N
15 9 T
15 10 N
15 11 N
15 12 N
15 13 N
15 14 N
15 15 H
15 16 N
15 17 T
15 18 N
15 19 H
15 20 T
15 21 N
15 22 T
15 23 N
15 24 N
15 25 T
15 26 N
15 27 N
15 28 H
15 29 T
15 30 B
15 31 N
15 32 N
15 33 N
15 34 B
15 35 N
15 36 H
15 37 N
15 38 H
15 39 H
15 40 H
15 41 N
15 42 B
15 43 T
15 44 N
15 45 H
15 46 H
15 47 N
15 48 T
15 49 N
15 50 N
16 1 N
16 2 T
16 3 N
16 4 H
16 5 N
16 6 T
16 7 N
16 8 T
16 9 H
16 10 T
16 11 T
16 12 H
16 13 N
16 14 N
16 15 H
16 16 N
16 17 N
16 18 T
16 19 H
16 20 H
16 21 N
16 22 N
16 23 N
16 24 T
16 25 N
16 26 B
16 27 N
16 28 H
16 29 N
16 30 H
16 31 N
16 32 T
16 33 B
16 34 N
16 35 N
16 36 T
16 37 N
16 38 N
16 39 N
16 40 N
16 41 N
16 42 N
16 43 N
16 44 T
16 45 N
16 46 H
16 47 H
16 48 H
16 49 N
16 50 N
17 1 N
17 2 N
17 3 N
17 4 N
17 5 T
17 6 N
17 7 N
17 8 B
17 9 T
17 10 N
17 11 N
17 12 T
17 13 H
17 14 H
17 15 N
17 16 N
17 17 N
17 18 T
17 19 N
17 20 B
17 21 N
17 22 T
17 23 N
17 24 B
17 25 H
17 26 N
17 27 N
17 28 N
17 29 B
17 30 N
17 31 N
17 32 N
17 33 T
17 34 N
17 35 N
17 36 T
17 37 N
17 38 N
17 39 N
17 40 H
17 41 N
17 42 N
17 43 N
17 44 N
17 45 N
17 46 H
17 47 N
17 48 H
17 49 N
17 50 H
18 1 N
18 2 N
18 3 H
18 4 B
18 5 N
18 6 H
18 7 T
18 8 H
18 9 N
18 10 N
18 11 N
18 12 N
18 13 T
18 14 H
18 15 N
18 16 N
18 17 T
18 18 B
18 19 B
18 20 N
18 21 B
18 22 T
18 23 T
18 24 H
18 25 H
18 26 N
18 27 N
18 28 B
18 29 N
18 30 B
18 31 N
18 32 N
18 33 T
18 34 H
18 35 N
18 36 N
18 37 N
18 38 N
18 39 T
18 40 H
18 41 H
18 42 T
18 43 H
18 44 T
18 45 H
18 46 T
18 47 N
18 48 N
18 49 B
18 50 H
19 1 N
19 2 T
19 3 T
19 4 H
19 5 B
19 6 H
19 7 T
19 8 T
19 9 N
19 10 N
19 11 B
19 12 N
19 13 N
19 14 N
19 15 N
19 16 T
19 17 N
19 18 N
19 19 N
19 20 B
19 21 N
19 22 N
19 23 N
19 24 H
19 25 N
19 26 N
19 27 N
19 28 H
19 29 T
19 30 H
19 31 N
19 32 N
19 33 N
19 34 H
19 35 H
19 36 N
19 37 B
19 38 N
19 39 N
19 40 N
19 41 N
19 42 N
19 43 N
19 44 H
19 45 H
19 46 B
19 47 N
19 48 N
19 49 H
19 50 N
20 1 N
20 2 H
20 3 N
20 4 H
20 5 B
20 6 H
20 7 N
20 8 N
20 9 B
20 10 N
20 11 N
20 12 N
20 13 N
20 14 N
20 15 H
20 16 T
20 17 T
20 18 H
20 19 H
20 20 H
20 21 H
20 22 H
20 23 T
20 24 H
20 25 H
20 26 T
20 27 N
20 28 N
20 29 N
20 30 N
20 31 N
20 32 N
20 33 N
20 34 H
20 35 T
20 36 H
20 37 N
20 38 N
20 39 T
20 40 N
20 41 H
20 42 T
20 43 N
20 44 N
20 45 N
20 46 N
20 47 B
20 48 H
20 49 N
20 50 N
21 1 N
21 2 T
21 3 H
21 4 H
21 5 B
21 6 B
21 7 H
21 8 H
21 9 N
21 10 H
21 11 N
21 12 B
21 13 T
21 14 B
21 15 H
21 16 T
21 17 N
21 18 T
21 19 N
21 20 N
21 21 T
21 22 T
21 23 T
21 24 N
21 25 N
21 26 N
21 27 N
21 28 N
21 29 T
21 30 N
21 31 H
21 32 H
21 33 N
21 34 T
21 35 N
21 36 N
21 37 N
21 38 T
21 39 N
21 40 N
21 41 N
21 42 N
21 43 N
21 44 B
21 45 N
21 46 T
21 47 N
21 48 N
21 49 N
21 50 B
22 1 N
22 2 N
22 3 T
22 4 T
22 5 N
22 6 N
22 7 N
22 8 T
22 9 T
22 10 N
22 11 N
22 12 T
22 13 N
22 14 N
22 15 T
22 16 B
22 17 N
22 18 T
22 19 N
22 20 H
22 21 N
22 22 T
22 23 N
22 24 N
22 25 H
22 26 N
22 27 N
22 28 T
22 29 N
22 30 N
22 31 N
22 32 T
22 33 N
22 34 N
22 35 N
22 36 N
22 37 H
22 38 N
22 39 H
22 40 T
22 41 H
22 42 T
22 43 N
22 44 N
22 45 B
22 46 N
22 47 N
22 48 H
22 49 N
22 50 N
23 1 B
23 2 N
23 3 T
23 4 N
23 5 T
23 6 T
23 7 T
23 8 T
23 9 N
23 10 T
23 11 N
23 12 N
23 13 N
23 14 N
23 15 B
23 16 B
23 17 N
23 18 N
23 19 T
23 20 N
23 21 N
23 22 H
23 23 T
23 24 H
23 25 N
23 26 N
23 27 T
23 28 N
23 29 N
23 30 T
23 31 N
23 32 N
23 33 T
23 34 N
23 35 T
23 36 N
23 37 N
23 38 N
23 39 T
23 40 N
23 41 H
23 42 B
23 43 B
23 44 H
23 45 B
23 46 N
23 47 H
23 48 N
23 49 T
23 50 N
24 1 N
24 2 N
24 3 H
24 4 N
24 5 N
24 6 N
24 7 B
24 8 T
24 9 H
24 10 N
24 11 T
24 12 N
24 13 B
24 14 N
24 15 N
24 16 H
24 17 N
24 18 N
24 19 N
24 20 H
24 21 H
24 22 N
24 23 T
24 24 B
24 25 N
24 26 N
24 27 H
24 28 H
24 29 T
24 30 N
24 31 N
24 32 H
24 33 T
24 34 N
24 35 N
24 36 N
24 37 B
24 38 N
24 39 H
24 40 B
24 41 N
24 42 H
24 43 N
24 44 T
24 45 N
24 46 H
24 47 N
24 48 H
24 49 B
24 50 N
25 1 N
25 2 N
25 3 B
25 4 T
25 5 N
25 6 B
25 7 H
25 8 N
25 9 N
25 10 N
25 11 N
25 12 H
25 13 H
25 14 H
25 15 H
25 16 N
25 17 N
25 18 T
25 19 N
25 20 N
25 21 N
25 22 N
25 23 H
25 24 H
25 25 H
25 26 B
25 27 T
25 28 N
25 29 T
25 30 N
25 31 N
25 32 T
25 33 B
25 34 N
25 35 N
25 36 T
25 37 N
25 38 N
25 39 N
25 40 N
25 41 H
25 42 N
25 43 H
25 44 N
25 45 N
25 46 B
25 47 H
25 48 N
25 49 H
25 50 N
26 1 N
26 2 N
26 3 N
26 4 B
26 5 H
26 6 N
26 7 N
26 8 N
26 9 N
26 10 T
26 11 N
26 12 B
26 13 N
26 14 H
26 15 H
26 16 T
26 17 N
26 18 N
26 19 N
26 20 N
26 21 H
26 22 B
26 23 B
26 24 T
26 25 T
26 26 N
26 27 N
26 28 N
26 29 N
26 30 T
26 31 T
26 32 H
26 33 N
26 34 N
26 35 T
26 36 T
26 37 N
26 38 T
26 39 N
26 40 N
26 41 H
26 42 T
26 43 N
26 44 N
26 45 T
26 46 N
26 47 T
26 48 N
26 49 H
26 50 H
27 1 N
27 2 H
27 3 N
27 4 N
27 5 T
27 6 H
27 7 H
27 8 T
27 9 T
27 10 N
27 11 T
27 12 N
27 13 H
27 14 N
27 15 H
27 16 T
27 17 H
27 18 T
27 19 T
27 20 H
27 21 N
27 22 N
27 23 T
27 24 B
27 25 H
27 26 T
27 27 N
27 28 T
27 29 H
27 30 H
27 31 T
27 32 T
27 33 H
27 34 B
27 35 B
27 36 N
27 37 N
27 38 N
27 39 H
27 40 T
27 41 N
27 42 H
27 43 T
27 44 B
27 45 N
27 46 H
27 47 H
27 48 T
27 49 N
27 50 N
28 1 N
28 2 N
28 3 N
28 4 N
28 5 N
28 6 T
28 7 H
28 8 N
28 9 N
28 10 H
28 11 N
28 12 N
28 13 T
28 14 N
28 15 N
28 16 N
28 17 T
28 18 B
28 19 N
28 20 N
28 21 N
28 22 T
28 23 N
28 24 T
28 25 B
28 26 B
28 27 N
28 28 T
28 29 T
28 30 N
28 31 N
28 32 N
28 33 N
28 34 N
28 35 N
28 36 N
28 37 N
28 38 H
28 39 N
28 40 B
28 41 H
28 42 T
28 43 T
28 44 B
28 45 N
28 46 N
28 47 N
28 48 T
28 49 T
28 50 N
29 1 N
29 2 T
29 3 T
29 4 N
29 5 H
29 6 H
29 7 T
29 8 N
29 9 N
29 10 N
29 11 N
29 12 H
29 13 H
29 14 T
29 15 T
29 16 B
29 17 T
29 18 N
29 19 N
29 20 H
29 21 N
29 22 N
29 23 N
29 24 T
29 25 H
29 26 N
29 27 H
29 28 N
29 29 N
29 30 T
29 31 N
29 32 H
29 33 N
29 34 T
29 35 N
29 36 H
29 37 N
29 38 H
29 39 N
29 40 B
29 41 H
29 42 N
29 43 T
29 44 N
29 45 N
29 46 T
