100 50
1 1 T
1 2 H
1 3 T
1 4 H
1 5 N
1 6 N
1 7 H
1 8 N
1 9 N
1 10 T
1 11 H
1 12 H
1 13 H
1 14 T
1 15 T
1 16 N
1 17 N
1 18 H
1 19 N
1 20 H
1 21 N
1 22 N
1 23 N
1 24 N
1 25 T
1 26 H
1 27 N
1 28 N
1 29 T
1 30 N
1 31 N
1 32 T
1 33 N
1 34 T
1 35 N
1 36 N
1 37 N
1 38 N
1 39 N
1 40 B
1 41 T
1 42 T
1 43 B
1 44 N
1 45 T
1 46 B
1 47 H
1 48 N
1 49 N
1 50 T
2 1 H
2 2 T
2 3 N
2 4 N
2 5 H
2 6 N
2 7 T
2 8 H
2 9 N
2 10 N
2 11 N
2 12 H
2 13 N
2 14 N
2 15 B
2 16 B
2 17 N
2 18 T
2 19 N
2 20 N
2 21 H
2 22 H
2 23 T
2 24 T
2 25 N
2 26 T
2 27 H
2 28 N
2 29 N
2 30 N
2 31 N
2 32 H
2 33 N
2 34 T
2 35 N
2 36 N
2 37 N
2 38 N
2 39 N
2 40 T
2 41 N
2 42 N
2 43 B
2 44 T
2 45 N
2 46 T
2 47 T
2 48 T
2 49 N
2 50 B
3 1 N
3 2 N
3 3 N
3 4 N
3 5 N
3 6 T
3 7 N
3 8 N
3 9 H
3 10 N
3 11 N
3 12 H
3 13 T
3 14 T
3 15 N
3 16 N
3 17 H
3 18 N
3 19 H
3 20 N
3 21 N
3 22 H
3 23 N
3 24 H
3 25 T
3 26 H
3 27 H
3 28 N
3 29 N
3 30 T
3 31 H
3 32 N
3 33 N
3 34 N
3 35 T
3 36 N
3 37 H
3 38 N
3 39 N
3 40 H
3 41 H
3 42 N
3 43 N
3 44 B
3 45 H
3 46 N
3 47 B
3 48 H
3 49 N
3 50 H
4 1 N
4 2 N
4 3 B
4 4 N
4 5 N
4 6 H
4 7 N
4 8 N
4 9 N
4 10 N
4 11 N
4 12 T
4 13 N
4 14 N
4 15 B
4 16 T
4 17 B
4 18 H
4 19 N
4 20 N
4 21 B
4 22 B
4 23 N
4 24 N
4 25 H
4 26 N
4 27 N
4 28 T
4 29 B
4 30 N
4 31 N
4 32 T
4 33 N
4 34 H
4 35 T
4 36 N
4 37 B
4 38 T
4 39 B
4 40 T
4 41 N
4 42 N
4 43 H
4 44 N
4 45 T
4 46 N
4 47 N
4 48 N
4 49 B
4 50 N
5 1 H
5 2 H
5 3 H
5 4 N
5 5 N
5 6 H
5 7 N
5 8 H
5 9 B
5 10 N
5 11 N
5 12 B
5 13 H
5 14 B
5 15 N
5 16 T
5 17 N
5 18 B
5 19 N
5 20 N
5 21 N
5 22 H
5 23 N
5 24 N
5 25 N
5 26 B
5 27 H
5 28 N
5 29 T
5 30 B
5 31 N
5 32 B
5 33 N
5 34 T
5 35 N
5 36 H
5 37 N
5 38 N
5 39 N
5 40 N
5 41 B
5 42 N
5 43 H
5 44 N
5 45 H
5 46 T
5 47 H
5 48 N
5 49 T
5 50 N
6 1 N
6 2 N
6 3 T
6 4 N
6 5 T
6 6 T
6 7 N
6 8 T
6 9 N
6 10 T
6 11 T
6 12 H
6 13 N
6 14 N
6 15 N
6 16 N
6 17 N
6 18 H
6 19 N
6 20 N
6 21 B
6 22 N
6 23 N
6 24 H
6 25 N
6 26 N
6 27 N
6 28 N
6 29 B
6 30 N
6 31 N
6 32 N
6 33 T
6 34 N
6 35 T
6 36 T
6 37 N
6 38 H
6 39 H
6 40 N
6 41 N
6 42 N
6 43 B
6 44 N
6 45 N
6 46 T
6 47 H
6 48 H
6 49 N
6 50 N
7 1 H
7 2 N
7 3 N
7 4 N
7 5 N
7 6 B
7 7 T
7 8 H
7 9 B
7 10 H
7 11 N
7 12 T
7 13 H
7 14 H
7 15 T
7 16 N
7 17 T
7 18 B
7 19 N
7 20 N
7 21 N
7 22 N
7 23 T
7 24 H
7 25 T
7 26 N
7 27 N
7 28 B
7 29 N
7 30 N
7 31 N
7 32 H
7 33 N
7 34 N
7 35 N
7 36 B
7 37 N
7 38 H
7 39 T
7 40 T
7 41 T
7 42 T
7 43 N
7 44 T
7 45 H
7 46 H
7 47 N
7 48 N
7 49 N
7 50 T
8 1 T
8 2 N
8 3 H
8 4 N
8 5 T
8 6 N
8 7 N
8 8 T
8 9 T
8 10 H
8 11 N
8 12 N
8 13 N
8 14 H
8 15 N
8 16 N
8 17 N
8 18 N
8 19 B
8 20 T
8 21 H
8 22 N
8 23 N
8 24 H
8 25 N
8 26 N
8 27 H
8 28 B
8 29 N
8 30 B
8 31 N
8 32 H
8 33 T
8 34 N
8 35 H
8 36 N
8 37 N
8 38 H
8 39 B
8 40 T
8 41 H
8 42 B
8 43 T
8 44 H
8 45 H
8 46 N
8 47 N
8 48 N
8 49 N
8 50 N
9 1 H
9 2 H
9 3 N
9 4 N
9 5 N
9 6 T
9 7 B
9 8 N
9 9 N
9 10 H
9 11 N
9 12 N
9 13 H
9 14 N
9 15 B
9 16 H
9 17 T
9 18 N
9 19 N
9 20 N
9 21 B
9 22 N
9 23 B
9 24 H
9 25 T
9 26 T
9 27 T
9 28 N
9 29 H
9 30 N
9 31 N
9 32 H
9 33 T
9 34 H
9 35 T
9 36 N
9 37 N
9 38 N
9 39 B
9 40 N
9 41 N
9 42 T
9 43 H
9 44 N
9 45 N
9 46 N
9 47 N
9 48 B
9 49 N
9 50 N
10 1 H
10 2 N
10 3 B
10 4 T
10 5 N
10 6 T
10 7 N
10 8 N
10 9 N
10 10 H
10 11 T
10 12 B
10 13 N
10 14 H
10 15 N
10 16 T
10 17 B
10 18 H
10 19 T
10 20 N
10 21 T
10 22 N
10 23 T
10 24 N
10 25 B
10 26 N
10 27 N
10 28 T
10 29 B
10 30 N
10 31 N
10 32 N
10 33 N
10 34 N
10 35 H
10 36 H
10 37 N
10 38 T
10 39 T
10 40 N
10 41 N
10 42 H
10 43 N
10 44 T
10 45 T
10 46 N
10 47 B
10 48 N
10 49 N
10 50 T
11 1 N
11 2 N
11 3 T
11 4 B
11 5 N
11 6 B
11 7 H
11 8 N
11 9 N
11 10 H
11 11 T
11 12 T
11 13 T
11 14 N
11 15 T
11 16 B
11 17 B
11 18 N
11 19 T
11 20 N
11 21 T
11 22 N
11 23 N
11 24 T
11 25 N
11 26 H
11 27 H
11 28 H
11 29 N
11 30 B
11 31 H
11 32 N
11 33 N
11 34 N
11 35 N
11 36 N
11 37 N
11 38 N
11 39 N
11 40 T
11 41 N
11 42 B
11 43 N
11 44 B
11 45 T
11 46 N
11 47 N
11 48 T
11 49 T
11 50 N
12 1 H
12 2 N
12 3 N
12 4 B
12 5 H
12 6 N
12 7 N
12 8 H
12 9 N
12 10 B
12 11 T
12 12 N
12 13 H
12 14 H
12 15 H
12 16 N
12 17 T
12 18 H
