100 50
1 1 H
1 2 N
1 3 N
1 4 N
1 5 N
1 6 T
1 7 T
1 8 N
1 9 N
1 10 N
1 11 N
1 12 H
1 13 N
1 14 T
1 15 N
1 16 H
1 17 H
1 18 T
1 19 B
1 20 H
1 21 H
1 22 N
1 23 N
1 24 N
1 25 H
1 26 H
1 27 H
1 28 H
1 29 N
1 30 N
1 31 N
1 32 H
1 33 H
1 34 T
1 35 N
1 36 N
1 37 N
1 38 N
1 39 N
1 40 N
1 41 H
1 42 H
1 43 H
1 44 T
1 45 N
1 46 H
1 47 T
1 48 N
1 49 H
1 50 H
2 1 T
2 2 N
2 3 N
2 4 N
2 5 N
2 6 N
2 7 T
2 8 N
2 9 T
2 10 T
2 11 B
2 12 N
2 13 N
2 14 N
2 15 H
2 16 N
2 17 N
2 18 T
2 19 N
2 20 H
2 21 T
2 22 H
2 23 T
2 24 N
2 25 N
2 26 H
2 27 N
2 28 H
2 29 N
2 30 H
2 31 N
2 32 H
2 33 N
2 34 H
2 35 T
2 36 H
2 37 N
2 38 H
2 39 H
2 40 H
2 41 T
2 42 T
2 43 H
2 44 T
2 45 B
2 46 T
2 47 N
2 48 N
2 49 N
2 50 N
3 1 N
3 2 H
3 3 N
3 4 T
3 5 N
3 6 N
3 7 T
3 8 N
3 9 B
3 10 H
3 11 N
3 12 N
3 13 T
3 14 N
3 15 N
3 16 H
3 17 N
3 18 N
3 19 H
3 20 N
3 21 T
3 22 N
3 23 N
3 24 N
3 25 N
3 26 N
3 27 N
3 28 B
3 29 N
3 30 T
3 31 N
3 32 B
3 33 T
3 34 H
3 35 N
3 36 N
3 37 H
3 38 H
3 39 H
3 40 N
3 41 N
3 42 T
3 43 B
3 44 N
3 45 N
3 46 N
3 47 N
3 48 N
3 49 N
3 50 N
4 1 H
4 2 H
4 3 N
4 4 T
4 5 H
4 6 T
4 7 N
4 8 H
4 9 T
4 10 N
4 11 N
4 12 N
4 13 T
4 14 H
4 15 H
4 16 N
4 17 N
4 18 N
4 19 T
4 20 T
4 21 H
4 22 T
4 23 N
4 24 T
4 25 N
4 26 N
4 27 H
4 28 N
4 29 B
4 30 N
4 31 H
4 32 N
4 33 N
4 34 H
4 35 N
4 36 N
4 37 H
4 38 N
4 39 T
4 40 N
4 41 H
4 42 T
4 43 N
4 44 T
4 45 N
4 46 T
4 47 N
4 48 B
4 49 T
4 50 N
5 1 N
5 2 H
5 3 N
5 4 T
5 5 N
5 6 H
5 7 N
5 8 N
5 9 B
5 10 B
5 11 H
5 12 N
5 13 T
5 14 N
5 15 H
5 16 H
5 17 N
5 18 N
5 19 T
5 20 N
5 21 N
5 22 T
5 23 N
5 24 T
5 25 N
5 26 B
5 27 N
5 28 N
5 29 N
5 30 N
5 31 H
5 32 B
5 33 N
5 34 T
5 35 N
5 36 N
5 37 N
5 38 N
5 39 H
5 40 N
5 41 T
5 42 H
5 43 H
5 44 T
5 45 N
5 46 N
5 47 B
5 48 N
5 49 N
5 50 N
6 1 H
6 2 T
6 3 N
6 4 N
6 5 N
6 6 N
6 7 H
6 8 H
6 9 N
6 10 N
6 11 N
6 12 H
6 13 N
6 14 H
6 15 B
6 16 H
6 17 N
6 18 H
6 19 N
6 20 H
6 21 B
6 22 H
6 23 H
6 24 H
6 25 N
6 26 N
6 27 N
6 28 B
6 29 B
6 30 T
6 31 B
6 32 H
6 33 T
6 34 N
6 35 H
6 36 H
6 37 T
6 38 N
6 39 H
6 40 T
6 41 H
6 42 N
6 43 N
6 44 N
6 45 H
6 46 N
6 47 T
6 48 N
6 49 N
6 50 T
7 1 N
7 2 H
7 3 N
7 4 B
7 5 N
7 6 T
7 7 N
7 8 N
7 9 N
7 10 T
7 11 N
7 12 N
7 13 B
7 14 N
7 15 N
7 16 N
7 17 T
7 18 N
7 19 T
7 20 T
7 21 N
7 22 T
7 23 T
7 24 T
7 25 N
7 26 B
7 27 B
7 28 N
7 29 B
7 30 H
7 31 N
7 32 N
7 33 B
7 34 N
7 35 H
7 36 N
7 37 T
7 38 N
7 39 H
7 40 H
7 41 T
7 42 N
7 43 H
7 44 N
7 45 H
7 46 T
7 47 N
7 48 N
7 49 H
7 50 H
8 1 N
8 2 T
8 3 B
8 4 N
8 5 N
8 6 N
8 7 N
8 8 T
8 9 T
8 10 T
8 11 N
8 12 N
8 13 H
8 14 N
8 15 T
8 16 N
8 17 N
8 18 N
8 19 T
8 20 N
8 21 N
8 22 N
8 23 B
8 24 H
8 25 N
8 26 N
8 27 N
8 28 N
8 29 T
8 30 T
8 31 N
8 32 T
8 33 N
8 34 B
8 35 H
8 36 T
8 37 N
8 38 N
8 39 H
8 40 H
8 41 N
8 42 T
8 43 H
8 44 H
8 45 N
8 46 B
8 47 H
8 48 N
8 49 B
8 50 N
9 1 N
9 2 N
9 3 N
9 4 N
9 5 N
9 6 N
9 7 N
9 8 H
9 9 H
9 10 H
9 11 N
9 12 H
9 13 N
9 14 B
9 15 T
9 16 N
9 17 N
9 18 T
9 19 T
9 20 H
9 21 T
9 22 B
9 23 N
9 24 N
9 25 T
9 26 H
9 27 T
9 28 T
9 29 N
9 30 B
9 31 T
9 32 N
9 33 T
9 34 N
9 35 H
9 36 T
9 37 H
9 38 H
9 39 N
9 40 N
9 41 T
9 42 N
9 43 N
9 44 N
9 45 T
9 46 N
9 47 H
9 48 N
9 49 T
9 50 N
10 1 T
10 2 N
10 3 T
10 4 H
10 5 T
10 6 T
10 7 H
10 8 T
10 9 B
10 10 H
10 11 N
10 12 N
10 13 N
10 14 N
10 15 N
10 16 N
10 17 N
