100 50
1 1 N
1 2 H
1 3 N
1 4 N
1 5 N
1 6 H
1 7 T
1 8 N
1 9 H
1 10 N
1 11 N
1 12 T
1 13 N
1 14 H
1 15 H
1 16 T
1 17 N
1 18 H
1 19 H
1 20 B
1 21 H
1 22 N
1 23 T
1 24 N
1 25 N
1 26 H
1 27 T
1 28 N
1 29 N
1 30 N
1 31 T
1 32 H
1 33 N
1 34 B
1 35 N
1 36 T
1 37 T
1 38 N
1 39 N
1 40 N
1 41 N
1 42 T
1 43 T
1 44 H
1 45 N
1 46 N
1 47 N
1 48 B
1 49 T
1 50 N
2 1 N
2 2 T
2 3 T
2 4 N
2 5 H
2 6 N
2 7 N
2 8 H
2 9 N
2 10 H
2 11 B
2 12 N
2 13 N
2 14 T
2 15 N
2 16 N
2 17 T
2 18 N
2 19 T
2 20 H
2 21 N
2 22 T
2 23 N
2 24 N
2 25 N
2 26 N
2 27 T
2 28 T
2 29 B
2 30 B
2 31 N
2 32 N
2 33 N
2 34 N
2 35 N
2 36 N
2 37 H
2 38 N
2 39 B
2 40 N
2 41 T
2 42 N
2 43 N
2 44 N
2 45 T
2 46 N
2 47 N
2 48 B
2 49 N
2 50 T
3 1 H
3 2 N
3 3 B
3 4 N
3 5 N
3 6 N
3 7 N
3 8 N
3 9 H
3 10 H
3 11 H
3 12 N
3 13 H
3 14 N
3 15 H
3 16 N
3 17 N
3 18 N
3 19 N
3 20 N
3 21 N
3 22 T
3 23 N
3 24 N
3 25 T
3 26 H
3 27 N
3 28 H
3 29 T
3 30 B
3 31 T
3 32 N
3 33 B
3 34 N
3 35 N
3 36 H
3 37 N
3 38 N
3 39 N
3 40 N
3 41 H
3 42 N
3 43 T
3 44 T
3 45 T
3 46 N
3 47 H
3 48 N
3 49 H
3 50 B
4 1 N
4 2 B
4 3 B
4 4 N
4 5 N
4 6 N
4 7 N
4 8 N
4 9 H
4 10 N
4 11 T
4 12 T
4 13 N
4 14 T
4 15 N
4 16 N
4 17 N
4 18 B
4 19 T
4 20 N
4 21 N
4 22 B
4 23 B
4 24 N
4 25 T
4 26 H
4 27 B
4 28 N
4 29 N
4 30 H
4 31 N
4 32 N
4 33 T
4 34 T
4 35 N
4 36 N
4 37 T
4 38 T
4 39 H
4 40 N
4 41 N
4 42 N
4 43 H
4 44 H
4 45 H
4 46 T
4 47 N
4 48 N
4 49 H
4 50 N
5 1 T
5 2 N
5 3 T
5 4 N
5 5 N
5 6 N
5 7 B
5 8 N
5 9 N
5 10 N
5 11 H
5 12 B
5 13 H
5 14 T
5 15 T
5 16 T
5 17 N
5 18 N
5 19 N
5 20 N
5 21 N
5 22 N
5 23 N
5 24 N
5 25 N
5 26 T
5 27 H
5 28 N
5 29 T
5 30 H
5 31 N
5 32 N
5 33 N
5 34 H
5 35 N
5 36 N
5 37 N
5 38 N
5 39 T
5 40 H
5 41 N
5 42 N
5 43 N
5 44 N
5 45 N
5 46 T
5 47 T
5 48 N
5 49 H
5 50 N
6 1 N
6 2 T
6 3 N
6 4 H
6 5 H
6 6 B
6 7 N
6 8 H
6 9 N
6 10 N
6 11 H
6 12 N
6 13 T
6 14 N
6 15 H
6 16 N
6 17 N
6 18 T
6 19 T
6 20 T
6 21 N
6 22 N
6 23 H
6 24 N
6 25 T
6 26 H
6 27 B
6 28 H
6 29 B
6 30 N
6 31 T
6 32 N
6 33 H
6 34 B
6 35 N
6 36 N
6 37 B
6 38 T
6 39 N
6 40 N
6 41 T
6 42 N
6 43 T
6 44 N
6 45 H
6 46 N
6 47 T
6 48 T
6 49 T
6 50 N
7 1 N
7 2 T
7 3 N
7 4 T
7 5 N
7 6 N
7 7 H
7 8 N
7 9 N
7 10 N
7 11 T
7 12 T
7 13 H
7 14 T
7 15 N
7 16 N
7 17 T
7 18 N
7 19 N
7 20 N
7 21 N
7 22 N
7 23 N
7 24 N
7 25 H
7 26 N
7 27 H
7 28 H
7 29 N
7 30 T
7 31 T
7 32 N
7 33 B
7 34 N
7 35 N
7 36 H
7 37 H
7 38 N
7 39 N
7 40 N
7 41 T
7 42 N
7 43 N
7 44 T
7 45 B
7 46 N
7 47 N
7 48 N
7 49 H
7 50 N
8 1 T
8 2 N
8 3 T
8 4 T
8 5 B
8 6 N
8 7 N
8 8 N
8 9 T
8 10 N
8 11 T
8 12 N
8 13 N
8 14 B
8 15 N
8 16 T
8 17 H
8 18 N
8 19 T
8 20 H
8 21 B
8 22 T
8 23 H
8 24 N
8 25 T
8 26 N
8 27 H
8 28 H
8 29 B
8 30 H
8 31 N
8 32 T
8 33 N
8 34 H
8 35 B
8 36 N
8 37 N
8 38 B
8 39 N
8 40 H
8 41 B
8 42 T
8 43 N
8 44 T
8 45 N
8 46 N
8 47 B
8 48 B
8 49 N
8 50 N
9 1 T
9 2 H
9 3 N
9 4 B
9 5 H
9 6 T
9 7 T
9 8 H
9 9 T
9 10 H
9 11 N
9 12 B
9 13 N
9 14 T
9 15 N
9 16 H
9 17 T
9 18 H
9 19 N
9 20 N
9 21 N
9 22 B
9 23 N
9 24 H
9 25 H
9 26 N
9 27 N
9 28 H
9 29 T
9 30 T
9 31 T
9 32 N
9 33 N
9 34 T
9 35 N
9 36 B
9 37 N
9 38 N
9 39 B
9 40 N
9 41 N
9 42 T
9 43 N
9 44 H
9 45 N
9 46 N
9 47 T
9 48 H
9 49 N
9 50 T
10 1 N
10 2 H
10 3 N
10 4 H
10 5 N
10 6 N
10 7 N
10 8 N
10 9 N
10 10 N
10 11 N
10 12 H
10 13 T
10 14 T
10 15 H
10 16 N
10 17 H
10 18 H
10 19 T
10 20 B
10 21 T
10 22 N
10 23 B
