100 50
1 1 H
1 2 N
1 3 T
1 4 H
1 5 N
1 6 B
1 7 N
1 8 T
1 9 H
1 10 T
1 11 T
1 12 N
1 13 N
1 14 T
1 15 T
1 16 T
1 17 N
1 18 T
1 19 N
1 20 H
1 21 N
1 22 H
1 23 N
1 24 B
1 25 B
1 26 H
1 27 N
1 28 H
1 29 T
1 30 T
1 31 B
1 32 H
1 33 H
1 34 H
1 35 H
1 36 H
1 37 B
1 38 T
1 39 N
1 40 N
1 41 N
1 42 N
1 43 N
1 44 B
1 45 N
1 46 T
1 47 H
1 48 T
1 49 N
1 50 T
2 1 T
2 2 H
2 3 B
2 4 N
2 5 H
2 6 N
2 7 N
2 8 N
2 9 N
2 10 N
2 11 H
2 12 H
2 13 H
2 14 N
2 15 N
2 16 N
2 17 T
2 18 T
2 19 N
2 20 N
2 21 B
2 22 N
2 23 N
2 24 N
2 25 T
2 26 B
2 27 H
2 28 T
2 29 H
2 30 N
2 31 N
2 32 N
2 33 T
2 34 B
2 35 N
2 36 B
2 37 N
2 38 T
2 39 T
2 40 N
2 41 N
2 42 N
2 43 N
2 44 H
2 45 N
2 46 T
2 47 H
2 48 N
2 49 N
2 50 N
3 1 N
3 2 N
3 3 T
3 4 N
3 5 N
3 6 H
3 7 B
3 8 N
3 9 T
3 10 B
3 11 H
3 12 T
3 13 T
3 14 T
3 15 N
3 16 N
3 17 N
3 18 N
3 19 T
3 20 N
3 21 N
3 22 N
3 23 B
3 24 H
3 25 N
3 26 N
3 27 N
3 28 H
3 29 N
3 30 N
3 31 B
3 32 H
3 33 N
3 34 H
3 35 H
3 36 H
3 37 H
3 38 N
3 39 N
3 40 N
3 41 T
3 42 T
3 43 N
3 44 T
3 45 N
3 46 N
3 47 B
3 48 N
3 49 N
3 50 N
4 1 B
4 2 B
4 3 N
4 4 N
4 5 T
4 6 N
4 7 N
4 8 H
4 9 T
4 10 T
4 11 H
4 12 H
4 13 N
4 14 T
4 15 H
4 16 N
4 17 B
4 18 H
4 19 N
4 20 N
4 21 N
4 22 N
4 23 T
4 24 N
4 25 T
4 26 N
4 27 B
4 28 N
4 29 N
4 30 T
4 31 H
4 32 N
4 33 N
4 34 N
4 35 H
4 36 H
4 37 N
4 38 N
4 39 N
4 40 N
4 41 N
4 42 H
4 43 N
4 44 B
4 45 T
4 46 H
4 47 N
4 48 N
4 49 T
4 50 N
5 1 T
5 2 T
5 3 N
5 4 N
5 5 N
5 6 T
5 7 T
5 8 H
5 9 N
5 10 N
5 11 N
5 12 N
5 13 H
5 14 N
5 15 T
5 16 T
5 17 H
5 18 N
5 19 T
5 20 B
5 21 T
5 22 N
5 23 H
5 24 N
5 25 T
5 26 N
5 27 N
5 28 B
5 29 N
5 30 H
5 31 H
5 32 N
5 33 T
5 34 N
5 35 N
5 36 N
5 37 H
5 38 H
5 39 N
5 40 H
5 41 N
5 42 B
5 43 H
5 44 B
5 45 N
5 46 H
5 47 B
5 48 T
5 49 N
5 50 T
6 1 N
6 2 B
6 3 N
6 4 T
6 5 H
6 6 H
6 7 N
6 8 H
6 9 N
6 10 N
6 11 N
6 12 T
6 13 N
6 14 N
6 15 N
6 16 T
6 17 N
6 18 N
6 19 T
6 20 T
6 21 N
6 22 N
6 23 N
6 24 H
6 25 N
6 26 N
6 27 N
6 28 T
6 29 B
6 30 N
6 31 N
6 32 N
6 33 H
6 34 N
6 35 T
6 36 N
6 37 N
6 38 H
6 39 H
6 40 T
6 41 T
6 42 N
6 43 N
6 44 H
6 45 N
6 46 N
6 47 N
6 48 H
6 49 N
6 50 H
7 1 N
7 2 T
7 3 T
7 4 N
7 5 H
7 6 N
7 7 N
7 8 B
7 9 H
7 10 H
7 11 H
7 12 H
7 13 T
7 14 H
7 15 N
7 16 T
7 17 N
7 18 T
7 19 N
7 20 B
7 21 H
7 22 N
7 23 H
7 24 B
7 25 N
7 26 N
7 27 N
7 28 H
7 29 N
7 30 N
7 31 N
7 32 N
7 33 N
7 34 N
7 35 N
7 36 N
7 37 N
7 38 N
7 39 N
7 40 H
7 41 N
7 42 B
7 43 H
7 44 T
7 45 N
7 46 N
7 47 T
7 48 N
7 49 N
7 50 H
8 1 T
8 2 H
8 3 T
8 4 N
8 5 N
8 6 B
8 7 B
8 8 T
8 9 H
8 10 N
8 11 B
8 12 N
8 13 H
8 14 N
8 15 T
8 16 N
8 17 N
8 18 N
8 19 T
8 20 N
8 21 B
8 22 N
8 23 N
8 24 N
8 25 N
8 26 N
8 27 T
8 28 T
8 29 N
8 30 B
8 31 T
8 32 N
8 33 N
8 34 N
8 35 H
8 36 N
8 37 N
8 38 T
8 39 N
8 40 N
8 41 B
8 42 T
8 43 B
8 44 N
8 45 N
8 46 N
8 47 B
8 48 N
8 49 N
8 50 N
9 1 H
9 2 H
9 3 N
9 4 T
9 5 N
9 6 N
9 7 T
9 8 N
9 9 N
9 10 T
9 11 N
9 12 N
9 13 N
9 14 N
9 15 T
9 16 H
9 17 N
9 18 H
9 19 N
9 20 N
9 21 B
9 22 N
9 23 N
9 24 H
9 25 N
9 26 B
9 27 T
9 28 N
9 29 T
9 30 N
9 31 N
9 32 T
9 33 T
9 34 H
9 35 T
9 36 N
9 37 N
9 38 H
9 39 H
9 40 N
9 41 B
9 42 B
9 43 T
9 44 T
9 45 H
9 46 N
9 47 H
9 48 N
9 49 T
9 50 N
10 1 N
10 2 N
10 3 N
10 4 N
10 5 T
10 6 N
10 7 T
10 8 N
10 9 T
10 10 B
10 11 T
10 12 T
10 13 T
10 14 T
10 15 T
10 16 T
10 17 B
