100 50
1 1 N
1 2 N
1 3 H
1 4 N
1 5 T
1 6 N
1 7 N
1 8 H
1 9 N
1 10 T
1 11 B
1 12 T
1 13 H
1 14 B
1 15 T
1 16 H
1 17 N
1 18 N
1 19 N
1 20 T
1 21 N
1 22 T
1 23 H
1 24 H
1 25 N
1 26 N
1 27 N
1 28 N
1 29 N
1 30 H
1 31 B
1 32 T
1 33 N
1 34 N
1 35 N
1 36 T
1 37 T
1 38 H
1 39 N
1 40 H
1 41 N
1 42 H
1 43 N
1 44 T
1 45 N
1 46 N
1 47 N
1 48 H
1 49 B
1 50 N
2 1 N
2 2 H
2 3 B
2 4 T
2 5 N
2 6 T
2 7 H
2 8 H
2 9 B
2 10 N
2 11 N
2 12 H
2 13 T
2 14 B
2 15 H
2 16 H
2 17 T
2 18 N
2 19 N
2 20 H
2 21 N
2 22 N
2 23 N
2 24 N
2 25 T
2 26 N
2 27 T
2 28 H
2 29 B
2 30 H
2 31 T
2 32 H
2 33 T
2 34 N
2 35 N
2 36 H
2 37 N
2 38 N
2 39 B
2 40 N
2 41 N
2 42 H
2 43 H
2 44 B
2 45 T
2 46 T
2 47 N
2 48 B
2 49 N
2 50 T
3 1 N
3 2 N
3 3 H
3 4 T
3 5 B
3 6 T
3 7 T
3 8 N
3 9 N
3 10 B
3 11 H
3 12 N
3 13 H
3 14 N
3 15 N
3 16 N
3 17 N
3 18 B
3 19 N
3 20 H
3 21 T
3 22 N
3 23 H
3 24 T
3 25 N
3 26 N
3 27 H
3 28 B
3 29 N
3 30 N
3 31 H
3 32 H
3 33 N
3 34 N
3 35 B
3 36 B
3 37 N
3 38 H
3 39 N
3 40 H
3 41 T
3 42 B
3 43 N
3 44 H
3 45 B
3 46 H
3 47 T
3 48 T
3 49 N
3 50 N
4 1 B
4 2 H
4 3 N
4 4 N
4 5 H
4 6 N
4 7 N
4 8 T
4 9 N
4 10 B
4 11 N
4 12 H
4 13 H
4 14 N
4 15 N
4 16 T
4 17 B
4 18 N
4 19 T
4 20 N
4 21 T
4 22 N
4 23 N
4 24 N
4 25 T
4 26 N
4 27 N
4 28 N
4 29 B
4 30 N
4 31 N
4 32 H
4 33 N
4 34 H
4 35 N
4 36 H
4 37 N
4 38 N
4 39 B
4 40 N
4 41 N
4 42 N
4 43 N
4 44 B
4 45 H
4 46 N
4 47 N
4 48 N
4 49 N
4 50 T
5 1 T
5 2 T
5 3 H
5 4 N
5 5 N
5 6 T
5 7 T
5 8 T
5 9 T
5 10 B
5 11 T
5 12 T
5 13 N
5 14 N
5 15 T
5 16 N
5 17 T
5 18 H
5 19 N
5 20 T
5 21 N
5 22 T
5 23 N
5 24 N
5 25 T
5 26 N
5 27 N
5 28 H
5 29 N
5 30 N
5 31 N
5 32 N
5 33 N
5 34 N
5 35 H
5 36 T
5 37 N
5 38 N
5 39 T
5 40 H
5 41 T
5 42 T
5 43 H
5 44 N
5 45 N
5 46 N
5 47 N
5 48 T
5 49 H
5 50 N
6 1 N
6 2 B
6 3 N
6 4 N
6 5 N
6 6 B
6 7 T
6 8 T
6 9 N
6 10 N
6 11 N
6 12 H
6 13 N
6 14 N
6 15 H
6 16 N
6 17 N
6 18 T
6 19 N
6 20 H
6 21 N
6 22 N
6 23 B
6 24 H
6 25 T
6 26 B
6 27 N
6 28 N
6 29 N
6 30 H
6 31 N
6 32 N
6 33 N
6 34 H
6 35 N
6 36 T
6 37 T
6 38 T
6 39 N
6 40 N
6 41 N
6 42 N
6 43 N
6 44 T
6 45 T
6 46 N
6 47 N
6 48 T
6 49 B
6 50 N
7 1 H
7 2 T
7 3 T
7 4 N
7 5 T
7 6 N
7 7 N
7 8 T
7 9 N
7 10 N
7 11 N
7 12 T
7 13 B
7 14 N
7 15 N
7 16 N
7 17 N
7 18 N
7 19 H
7 20 N
7 21 N
7 22 N
7 23 N
7 24 T
7 25 N
7 26 N
7 27 N
7 28 N
7 29 B
7 30 H
7 31 B
7 32 H
7 33 T
7 34 H
7 35 N
7 36 N
7 37 N
7 38 N
7 39 N
7 40 N
7 41 H
7 42 B
7 43 T
7 44 N
7 45 N
7 46 N
7 47 H
7 48 N
7 49 N
7 50 B
8 1 T
8 2 T
8 3 H
8 4 H
8 5 N
8 6 N
8 7 H
8 8 N
8 9 T
8 10 H
8 11 H
8 12 N
8 13 H
8 14 N
8 15 N
8 16 N
8 17 N
8 18 B
8 19 T
8 20 N
8 21 N
8 22 T
8 23 N
8 24 T
8 25 H
8 26 T
8 27 N
8 28 H
8 29 H
8 30 N
8 31 H
8 32 H
8 33 N
8 34 N
8 35 N
8 36 N
8 37 N
8 38 N
8 39 H
8 40 N
8 41 B
8 42 N
8 43 H
8 44 N
8 45 H
8 46 N
8 47 N
8 48 B
8 49 B
8 50 H
9 1 N
9 2 N
9 3 N
9 4 N
9 5 N
9 6 B
9 7 N
9 8 H
9 9 N
9 10 N
9 11 N
9 12 N
9 13 N
9 14 N
9 15 T
9 16 N
9 17 N
9 18 N
9 19 N
9 20 H
9 21 N
9 22 N
9 23 N
9 24 H
9 25 N
9 26 B
9 27 N
9 28 N
9 29 T
9 30 N
9 31 N
9 32 N
9 33 N
9 34 T
9 35 N
9 36 N
9 37 N
9 38 H
9 39 N
9 40 N
9 41 T
9 42 N
9 43 N
9 44 N
9 45 N
9 46 N
9 47 N
9 48 T
9 49 T
9 50 T
10 1 T
10 2 B
10 3 N
10 4 N
10 5 T
10 6 N
10 7 H
10 8 T
10 9 T
10 10 N
10 11 N
10 12 N
10 13 H
10 14 N
10 15 H
10 16 N
10 17 N
10 18 T
10 19 T
10 20 N
10 21 N
10 22 N
10 23 N
10 24 N
10 25 H
10 26 N
10 27 B
10 28 T
10 29 N
10 30 H
10 31 B
10 32 N
10 33 N
10 34 H
10 35 T
10 36 H
10 37 H
10 38 H
10 39 B
10 40 N
10 41 T
10 42 N
10 43 N
10 44 N
10 45 B
10 46 N
10 47 N
10 48 N
10 49 N
10 50 T
11 1 B
11 2 T
11 3 T
11 4 T
11 5 T
11 6 T
11 7 H
11 8 T
11 9 N
11 10 N
11 11 N
11 12 B
11 13 T
11 14 H
11 15 T
11 16 N
11 17 H
11 18 H
11 19 H
11 20 N
11 21 H
11 22 N
11 23 N
11 24 T
11 25 N
11 26 H
11 27 H
11 28 N
11 29 H
11 30 B
11 31 H
11 32 B
11 33 B
11 34 H
11 35 N
11 36 T
11 37 T
11 38 N
11 39 N
11 40 N
11 41 H
11 42 N
11 43 N
11 44 B
11 45 N
11 46 N
11 47 T
11 48 T
11 49 T
11 50 H
12 1 B
12 2 H
12 3 H
12 4 T
12 5 N
12 6 N
12 7 N
12 8 T
12 9 T
12 10 N
12 11 T
12 12 T
12 13 N
12 14 N
12 15 H
12 16 B
12 17 T
12 18 T
12 19 H
12 20 H
12 21 N
12 22 N
12 23 N
12 24 N
12 25 N
12 26 B
12 27 T
12 28 T
12 29 N
12 30 N
12 31 N
12 32 H
12 33 T
12 34 T
12 35 H
12 36 N
12 37 N
12 38 N
12 39 B
12 40 N
12 41 N
12 42 N
12 43 N
12 44 T
12 45 N
12 46 N
12 47 T
12 48 T
12 49 H
12 50 T
13 1 N
13 2 N
13 3 T
13 4 T
13 5 T
13 6 N
13 7 H
13 8 H
13 9 B
13 10 B
13 11 N
13 12 H
13 13 H
13 14 T
13 15 N
13 16 N
13 17 N
13 18 T
13 19 N
13 20 N
13 21 H
13 22 H
13 23 T
13 24 N
13 25 B
13 26 N
13 27 N
13 28 N
13 29 N
13 30 N
13 31 N
13 32 N
13 33 N
13 34 N
13 35 N
13 36 N
13 37 N
13 38 T
13 39 N
13 40 T
13 41 T
13 42 T
13 43 N
13 44 T
13 45 H
13 46 T
13 47 B
13 48 T
13 49 B
13 50 N
14 1 N
14 2 H
14 3 N
14 4 H
14 5 H
14 6 N
14 7 N
14 8 N
14 9 B
14 10 N
14 11 H
14 12 N
14 13 T
14 14 N
14 15 N
14 16 N
14 17 N
14 18 N
14 19 H
14 20 N
14 21 N
14 22 N
14 23 H
14 24 N
14 25 N
14 26 N
14 27 H
14 28 N
14 29 T
14 30 N
14 31 T
14 32 T
14 33 H
14 34 N
14 35 N
14 36 T
14 37 N
14 38 N
14 39 N
14 40 N
14 41 H
14 42 N
14 43 T
14 44 N
14 45 B
14 46 N
14 47 H
14 48 N
14 49 B
14 50 H
15 1 B
15 2 H
15 3 N
15 4 H
15 5 N
15 6 T
15 7 N
15 8 N
15 9 N
15 10 T
15 11 H
15 12 N
15 13 N
15 14 H
15 15 B
15 16 N
15 17 B
15 18 T
15 19 N
15 20 H
15 21 B
15 22 N
15 23 N
15 24 N
15 25 B
15 26 N
15 27 N
15 28 N
15 29 N
15 30 N
15 31 H
15 32 H
15 33 N
15 34 N
15 35 H
15 36 H
15 37 T
15 38 N
15 39 H
15 40 T
15 41 N
15 42 T
15 43 N
15 44 N
15 45 T
15 46 N
15 47 T
15 48 N
15 49 N
15 50 N
16 1 N
16 2 H
16 3 T
16 4 H
16 5 B
16 6 N
16 7 N
16 8 N
16 9 T
16 10 N
16 11 N
16 12 H
16 13 T
16 14 H
16 15 T
16 16 H
16 17 N
16 18 H
16 19 N
16 20 N
16 21 T
16 22 N
16 23 N
16 24 N
16 25 T
16 26 H
16 27 B
16 28 H
16 29 N
16 30 N
16 31 N
16 32 N
16 33 T
16 34 N
16 35 N
16 36 N
16 37 N
16 38 H
16 39 N
16 40 T
16 41 N
16 42 H
16 43 N
16 44 H
16 45 N
16 46 N
16 47 T
16 48 N
16 49 N
16 50 T
17 1 N
17 2 N
17 3 N
17 4 N
17 5 N
17 6 T
17 7 N
17 8 N
17 9 T
17 10 H
17 11 N
17 12 N
17 13 H
17 14 N
17 15 N
17 16 N
17 17 H
17 18 T
17 19 N
17 20 N
17 21 T
17 22 N
17 23 B
17 24 H
17 25 T
17 26 H
17 27 T
17 28 N
17 29 T
17 30 B
17 31 N
17 32 T
17 33 N
17 34 N
17 35 N
17 36 N
17 37 B
17 38 N
17 39 N
17 40 N
17 41 N
17 42 N
17 43 T
17 44 T
17 45 H
17 46 B
17 47 B
17 48 N
17 49 N
17 50 T
18 1 N
18 2 T
18 3 N
18 4 N
18 5 N
18 6 N
18 7 N
18 8 N
18 9 H
18 10 H
18 11 N
18 12 N
18 13 H
18 14 N
18 15 N
