100 50
1 1 N
1 2 N
1 3 T
1 4 N
1 5 N
1 6 T
1 7 N
1 8 N
1 9 H
1 10 T
1 11 T
1 12 N
1 13 N
1 14 H
1 15 N
1 16 N
1 17 N
1 18 N
1 19 N
1 20 N
1 21 B
1 22 N
1 23 H
1 24 T
1 25 N
1 26 N
1 27 N
1 28 H
1 29 N
1 30 H
1 31 H
1 32 T
1 33 N
1 34 H
1 35 N
1 36 T
1 37 T
1 38 T
1 39 H
1 40 T
1 41 B
1 42 N
1 43 N
1 44 T
1 45 N
1 46 T
1 47 N
1 48 N
1 49 N
1 50 B
2 1 N
2 2 H
2 3 N
2 4 N
2 5 H
2 6 N
2 7 H
2 8 N
2 9 B
2 10 H
2 11 T
2 12 T
2 13 H
2 14 N
2 15 T
2 16 T
2 17 H
2 18 T
2 19 N
2 20 T
2 21 B
2 22 N
2 23 N
2 24 H
2 25 N
2 26 N
2 27 N
2 28 N
2 29 N
2 30 N
2 31 H
2 32 H
2 33 N
2 34 N
2 35 N
2 36 N
2 37 H
2 38 B
2 39 H
2 40 T
2 41 H
2 42 N
2 43 B
2 44 N
2 45 T
2 46 H
2 47 N
2 48 H
2 49 B
2 50 T
3 1 T
3 2 T
3 3 B
3 4 N
3 5 T
3 6 B
3 7 N
3 8 T
3 9 T
3 10 B
3 11 N
3 12 N
3 13 T
3 14 B
3 15 N
3 16 N
3 17 N
3 18 N
3 19 H
3 20 N
3 21 T
3 22 T
3 23 N
3 24 T
3 25 H
3 26 B
3 27 T
3 28 H
3 29 T
3 30 N
3 31 N
3 32 N
3 33 B
3 34 N
3 35 N
3 36 N
3 37 N
3 38 T
3 39 T
3 40 T
3 41 T
3 42 H
3 43 H
3 44 N
3 45 H
3 46 H
3 47 N
3 48 H
3 49 T
3 50 B
4 1 H
4 2 N
4 3 H
4 4 N
4 5 N
4 6 N
4 7 H
4 8 N
4 9 N
4 10 N
4 11 H
4 12 T
4 13 N
4 14 H
4 15 N
4 16 T
4 17 N
4 18 N
4 19 N
4 20 N
4 21 H
4 22 N
4 23 H
4 24 N
4 25 B
4 26 B
4 27 T
4 28 N
4 29 T
4 30 T
4 31 T
4 32 B
4 33 N
4 34 T
4 35 T
4 36 N
4 37 T
4 38 H
4 39 N
4 40 N
4 41 N
4 42 B
4 43 N
4 44 N
4 45 H
4 46 B
4 47 B
4 48 N
4 49 T
4 50 H
5 1 H
5 2 T
5 3 T
5 4 H
5 5 N
5 6 T
5 7 T
5 8 T
5 9 N
5 10 H
5 11 B
5 12 N
5 13 N
5 14 N
5 15 T
5 16 B
5 17 H
5 18 H
5 19 N
5 20 N
5 21 H
5 22 N
5 23 N
5 24 H
5 25 N
5 26 H
5 27 T
5 28 H
5 29 N
5 30 H
5 31 N
5 32 N
5 33 B
5 34 H
5 35 N
5 36 H
5 37 N
5 38 N
5 39 N
5 40 N
5 41 N
5 42 B
5 43 N
5 44 B
5 45 H
5 46 T
5 47 T
5 48 H
5 49 N
5 50 T
6 1 B
6 2 T
6 3 T
6 4 H
6 5 N
6 6 H
6 7 N
6 8 N
6 9 N
6 10 B
6 11 T
6 12 T
6 13 N
6 14 N
6 15 H
6 16 B
6 17 T
6 18 T
6 19 H
6 20 N
6 21 N
6 22 B
6 23 N
6 24 H
6 25 T
6 26 H
6 27 B
6 28 N
6 29 N
6 30 T
6 31 N
6 32 B
6 33 N
6 34 N
6 35 N
6 36 N
6 37 N
6 38 T
6 39 N
6 40 N
6 41 B
6 42 N
6 43 N
6 44 N
6 45 H
6 46 B
6 47 T
6 48 N
6 49 N
6 50 H
7 1 N
7 2 B
7 3 N
7 4 T
7 5 N
7 6 N
7 7 T
7 8 N
7 9 N
7 10 N
7 11 N
7 12 N
7 13 T
7 14 N
7 15 B
7 16 N
7 17 N
7 18 H
7 19 N
7 20 H
7 21 T
7 22 H
7 23 N
7 24 H
7 25 N
7 26 N
7 27 T
7 28 N
7 29 H
7 30 N
7 31 N
7 32 H
7 33 N
7 34 T
7 35 N
7 36 H
7 37 N
7 38 N
7 39 T
7 40 N
7 41 B
7 42 H
7 43 N
7 44 N
7 45 T
7 46 H
7 47 N
7 48 T
7 49 N
7 50 N
8 1 H
8 2 H
8 3 N
8 4 H
8 5 N
8 6 T
8 7 N
8 8 H
8 9 N
8 10 H
8 11 N
8 12 N
8 13 B
8 14 N
8 15 T
8 16 N
8 17 N
8 18 N
8 19 B
8 20 T
8 21 H
8 22 H
8 23 N
8 24 T
8 25 H
8 26 N
8 27 H
8 28 T
8 29 H
8 30 B
8 31 B
8 32 T
8 33 N
8 34 B
8 35 N
8 36 N
8 37 H
8 38 T
8 39 N
8 40 N
8 41 B
8 42 N
8 43 N
8 44 N
8 45 H
8 46 H
8 47 N
8 48 N
8 49 T
8 50 B
9 1 B
9 2 N
9 3 T
9 4 H
9 5 B
9 6 H
9 7 H
9 8 T
9 9 H
9 10 T
9 11 H
9 12 B
9 13 N
9 14 N
9 15 H
9 16 N
9 17 T
9 18 N
9 19 H
9 20 N
9 21 H
9 22 N
9 23 N
9 24 N
9 25 N
9 26 T
9 27 N
9 28 H
9 29 N
9 30 B
9 31 T
9 32 N
9 33 T
9 34 H
9 35 T
9 36 H
9 37 H
9 38 N
9 39 N
9 40 H
9 41 T
9 42 H
9 43 N
9 44 N
9 45 T
9 46 N
9 47 T
9 48 B
9 49 N
9 50 H
10 1 B
10 2 T
10 3 N
10 4 T
10 5 B
10 6 N
10 7 N
10 8 B
10 9 T
10 10 N
10 11 N
10 12 H
10 13 T
10 14 T
10 15 T
10 16 B
10 17 N
10 18 T
10 19 H
10 20 H
10 21 N
10 22 H
10 23 T
10 24 T
10 25 N
10 26 N
10 27 N
10 28 N
10 29 N
10 30 N
10 31 N
10 32 N
10 33 T
10 34 H
10 35 T
10 36 T
10 37 T
10 38 T
10 39 N
10 40 T
10 41 N
10 42 N
10 43 T
10 44 N
10 45 H
10 46 H
10 47 H
10 48 H
10 49 H
10 50 N
11 1 N
11 2 H
11 3 T
11 4 N
11 5 T
11 6 N
11 7 N
11 8 N
11 9 N
11 10 N
11 11 T
11 12 T
11 13 N
11 14 B
11 15 T
11 16 N
11 17 T
11 18 T
11 19 N
11 20 N
11 21 N
11 22 H
11 23 B
11 24 B
11 25 H
11 26 H
11 27 H
11 28 N
11 29 N
11 30 T
11 31 N
11 32 T
11 33 T
11 34 H
11 35 B
11 36 T
11 37 B
11 38 B
11 39 T
11 40 H
11 41 N
11 42 H
11 43 N
11 44 B
11 45 T
11 46 N
11 47 N
11 48 N
11 49 H
11 50 B
12 1 N
12 2 B
12 3 H
12 4 H
12 5 T
12 6 N
12 7 H
12 8 T
12 9 T
12 10 H
12 11 B
12 12 N
12 13 N
12 14 H
12 15 N
12 16 N
12 17 H
12 18 N
12 19 N
12 20 N
12 21 T
12 22 N
12 23 H
12 24 H
12 25 B
12 26 N
12 27 N
12 28 H
12 29 N
12 30 T
12 31 N
12 32 N
12 33 N
12 34 N
12 35 H
12 36 N
12 37 N
12 38 N
12 39 N
12 40 N
12 41 N
12 42 T
12 43 N
12 44 N
12 45 H
12 46 N
12 47 N
12 48 N
12 49 H
12 50 T
13 1 N
13 2 H
13 3 N
13 4 H
13 5 T
13 6 H
13 7 N
13 8 T
13 9 N
13 10 N
13 11 N
13 12 N
13 13 N
13 14 N
13 15 N
13 16 N
13 17 H
13 18 N
13 19 N
13 20 H
13 21 T
13 22 N
13 23 N
13 24 T
13 25 T
13 26 N
13 27 N
13 28 N
13 29 N
13 30 H
13 31 N
13 32 N
13 33 T
13 34 H
13 35 N
13 36 N
13 37 H
13 38 N
13 39 B
13 40 T
13 41 H
13 42 N
13 43 N
13 44 N
13 45 N
13 46 N
13 47 N
13 48 T
13 49 T
13 50 H
14 1 N
14 2 N
14 3 N
14 4 H
14 5 H
14 6 N
14 7 N
14 8 T
14 9 N
14 10 T
14 11 N
14 12 N
14 13 N
14 14 H
14 15 T
14 16 T
14 17 H
14 18 N
14 19 N
14 20 N
14 21 H
14 22 N
14 23 H
14 24 N
14 25 N
14 26 B
14 27 T
14 28 T
14 29 H
14 30 N
14 31 N
14 32 N
14 33 B
14 34 T
14 35 H
14 36 N
14 37 T
14 38 B
14 39 H
14 40 B
14 41 N
14 42 H
14 43 N
14 44 N
14 45 B
14 46 N
14 47 N
14 48 H
14 49 N
14 50 N
15 1 T
15 2 N
15 3 N
15 4 T
15 5 N
15 6 N
15 7 N
15 8 H
15 9 N
15 10 B
15 11 N
15 12 N
15 13 H
15 14 N
15 15 H
15 16 H
15 17 N
15 18 N
15 19 T
15 20 N
15 21 N
15 22 N
15 23 N
15 24 N
15 25 N
15 26 N
15 27 N
15 28 N
15 29 N
15 30 B
15 31 T
15 32 T
15 33 T
15 34 H
15 35 H
15 36 N
15 37 N
15 38 N
15 39 H
15 40 B
15 41 H
15 42 B
15 43 H
15 44 T
15 45 H
15 46 N
15 47 N
15 48 T
15 49 N
15 50 N
16 1 B
16 2 B
16 3 N
16 4 N
16 5 H
16 6 T
16 7 N
16 8 N
16 9 N
16 10 N
16 11 H
16 12 H
16 13 T
16 14 N
16 15 H
16 16 T
16 17 N
16 18 H
16 19 N
16 20 N
16 21 T
16 22 H
16 23 T
16 24 N
16 25 N
16 26 N
16 27 N
16 28 T
16 29 N
16 30 N
16 31 T
16 32 B
16 33 B
16 34 B
16 35 H
16 36 N
16 37 H
16 38 N
16 39 N
16 40 T
16 41 N
16 42 N
16 43 H
16 44 H
16 45 H
16 46 N
16 47 N
16 48 H
16 49 N
16 50 N
17 1 H
17 2 N
17 3 N
17 4 N
17 5 H
17 6 N
17 7 H
17 8 N
17 9 H
17 10 N
17 11 T
17 12 N
17 13 N
17 14 N
17 15 N
17 16 B
17 17 N
17 18 H
17 19 B
17 20 T
17 21 N
17 22 N
17 23 N
17 24 T
17 25 N
17 26 H
17 27 H
17 28 T
17 29 N
17 30 N
17 31 T
17 32 N
17 33 T
17 34 T
17 35 N
17 36 N
17 37 T
17 38 N
17 39 H
17 40 H
17 41 B
17 42 B
17 43 T
17 44 N
17 45 H
17 46 N
17 47 N
17 48 N
17 49 N
17 50 H
18 1 T
18 2 T
18 3 H
18 4 N
18 5 H
18 6 B
18 7 H
18 8 H
18 9 N
18 10 N
18 11 T
18 12 H
18 13 N
18 14 N
18 15 H
