5, 48
5, 49
6, 49
7, 49
8, 49
8, 49
7, 49
7, 48
6, 48
7, 48
7, 49
7, 49
8, 49
8, 49
9, 49
9, 49
9, 49
10, 49
10, 48
10, 49
11, 49
10, 49
10, 48
10, 48
9, 48
9, 48
9, 49
10, 49
10, 49
10, 49
11, 49
11, 48
12, 48
12, 47
12, 46
13, 46
13, 45
13, 44
14, 44
14, 45
14, 45
14, 46
13, 46
12, 46
11, 46
11, 47
11, 46
10, 46
10, 46
10, 46
9, 46
9, 45
9, 44
8, 44
9, 44
9, 44
9, 45
8, 45
8, 45
8, 44
9, 44
8, 44
8, 43
8, 42
7, 42
7, 42
6, 42
6, 42
6, 41
6, 42
7, 42
8, 42
8, 43
8, 42
9, 42
9, 42
9, 42
9, 43
8, 43
7, 43
6, 43
7, 43
6, 43
7, 43
6, 43
6, 42
6, 43
6, 44
6, 43
5, 43
4, 43
4, 43
4, 42
4, 43
4, 44
3, 44
3, 45
4, 45
3, 45
4, 45
4, 46
DRRRULULRDDRDRDDRUDRLUULDDRDRRURUURUURDLDLLLDULDDLUULRDDLLURLUULLLUUDRRDURUUDLLLRLRLUDDULLLUDDLDRLRD
NHTHNTNTNTHNNNNNHNNHNNNTTNNNNTHNNHHNNTHHNNHTTNTTTNTNHNNTNNHNHNTNNHHNHNTNNHNHNNNTNNNNHNHNTHNHNNTNNNTN
